#frame size1  size2  size3  size4  size5  size6  size7  size8  size9  size10  size11  size12  size13  size14  size15  size16  size17  size18  size19  
     0     8   36    0   54    0    0    0   27    0    0    0    0    0    0    0    0    0    0    0
     1   482   15    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     2   512    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     3   512    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     4   454   29    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     5   356   72    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     6   309   85   11    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     7   283   95   13    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     8   271   85   21    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     9   232   99   24    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0
    10   218  109   24    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    11   212  103   28    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0    0
    12   208  101   29    2    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0
    13   207   97   29    3    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0
    14   175   97   36    7    0    0    1    0    0    0    0    0    0    0    0    0    0    0    0
    15   179   95   37    5    1    0    1    0    0    0    0    0    0    0    0    0    0    0    0
    16   177   98   30    5    3    0    2    0    0    0    0    0    0    0    0    0    0    0    0
    17   164   93   33    6    5    0    2    0    0    0    0    0    0    0    0    0    0    0    0
    18   163   96   27    9    4    1    2    0    0    0    0    0    0    0    0    0    0    0    0
    19   163   86   32   10    7    1    0    0    0    0    0    0    0    0    0    0    0    0    0
    20   166   79   37   13    2    0    1    1    0    0    0    0    0    0    0    0    0    0    0
    21   152   89   39    8    4    1    1    0    0    0    0    0    0    0    0    0    0    0    0
    22   138   83   34   14    7    0    1    1    0    0    0    0    0    0    0    0    0    0    0
    23   128   80   39   12    8    2    1    0    0    0    0    0    0    0    0    0    0    0    0
    24   125   84   35   12    6    0    4    1    0    0    0    0    0    0    0    0    0    0    0
    25   133   86   32   13    5    1    4    0    0    0    0    0    0    0    0    0    0    0    0
    26   125   80   40    8    8    1    3    1    0    0    0    0    0    0    0    0    0    0    0
    27   121   77   40   13    6    1    3    1    0    0    0    0    0    0    0    0    0    0    0
    28   135   75   35   13    6    2    4    0    0    0    0    0    0    0    0    0    0    0    0
    29   136   69   43   10   10    2    1    0    0    0    0    0    0    0    0    0    0    0    0
    30   120   66   44   16   10    1    0    1    0    0    0    0    0    0    0    0    0    0    0
    31   116   75   41   17    6    3    1    0    0    0    0    0    0    0    0    0    0    0    0
    32   118   59   45   18    7    3    1    0    1    0    0    0    0    0    0    0    0    0    0
    33   121   69   36   18    8    2    3    0    0    0    0    0    0    0    0    0    0    0    0
    34   114   65   43   19    6    2    3    0    0    0    0    0    0    0    0    0    0    0    0
    35   116   65   40   15    6    3    3    1    1    0    0    0    0    0    0    0    0    0    0
    36   109   61   43   15   10    2    3    0    1    0    0    0    0    0    0    0    0    0    0
    37   112   62   40   17    6    6    2    1    0    0    0    0    0    0    0    0    0    0    0
    38   114   66   43   17    7    2    2    1    0    0    0    0    0    0    0    0    0    0    0
    39   116   65   40   18    7    3    3    0    0    0    0    0    0    0    0    0    0    0    0
    40   111   60   45   14   10    3    2    1    0    0    0    0    0    0    0    0    0    0    0
    41    99   58   40   17    8    3    6    0    1    0    0    0    0    0    0    0    0    0    0
    42   104   60   34   21    7    1    5    1    2    0    0    0    0    0    0    0    0    0    0
    43   101   59   36   16    9    4    5    1    1    0    0    0    0    0    0    0    0    0    0
    44   101   61   33   21    8    4    3    0    1    0    0    1    0    0    0    0    0    0    0
    45    97   63   34   22    7    5    3    0    0    0    0    0    1    0    0    0    0    0    0
    46   105   62   40   19    2    6    4    0    0    0    0    0    1    0    0    0    0    0    0
    47   101   54   36   16    8    6    6    0    0    0    0    0    1    0    0    0    0    0    0
    48   108   59   34   19   11    4    3    1    0    0    0    0    0    0    0    0    0    0    0
    49   103   62   32   19   11    5    4    0    0    0    0    0    0    0    0    0    0    0    0
    50   111   50   34   19   11    4    2    1    1    0    0    0    1    0    0    0    0    0    0
    51    90   59   35   19    9    8    3    0    1    0    0    0    0    0    0    0    0    0    0
    52   101   51   34   21    5    8    3    2    0    0    0    0    1    0    0    0    0    0    0
    53    96   53   34   22   10    3    2    2    1    0    0    0    1    0    0    0    0    0    0
    54    94   56   31   23    7    4    3    0    1    1    2    0    0    0    0    0    0    0    0
    55    88   44   37   23    8    5    2    1    1    1    2    0    0    0    0    0    0    0    0
    56    73   55   39   21    6    5    3    3    0    1    0    0    1    0    0    0    0    0    0
    57    80   48   36   24    7    5    3    2    1    1    1    0    0    0    0    0    0    0    0
    58    82   57   34   15   12    6    4    1    0    1    0    1    0    0    0    0    0    0    0
    59    85   62   34   16    4    8    4    4    1    0    0    0    0    0    0    0    0    0    0
    60    82   49   33   21    7    8    3    1    3    1    0    0    0    0    0    0    0    0    0
    61    90   58   37   18    9    6    1    2    1    1    0    0    0    0    0    0    0    0    0
    62    88   66   25   19   11    7    1    2    1    0    0    1    0    0    0    0    0    0    0
    63    91   56   31   24   10    4    4    0    2    0    0    0    0    0    0    0    0    0    0
    64    78   58   33   25    5    8    4    0    2    0    0    0    0    0    0    0    0    0    0
    65    87   54   35   16    8    8    5    2    1    0    0    0    0    0    0    0    0    0    0
    66    92   57   31   16    7    7    3    4    1    1    0    0    0    0    0    0    0    0    0
    67    88   55   34   12   11    7    6    2    1    0    0    0    0    0    0    0    0    0    0
    68    88   42   31   20   13    6    6    3    0    0    0    0    0    0    0    0    0    0    0
    69    80   52   31   29    5    4    5    2    1    1    0    0    0    0    0    0    0    0    0
    70    75   41   36   23    9   12    3    1    1    0    0    0    0    0    0    0    0    0    0
    71    74   49   30   22   10   10    3    1    0    1    0    0    1    0    0    0    0    0    0
    72    84   40   31   23   10    9    5    0    0    0    1    0    1    0    0    0    0    0    0
    73    79   51   30   14   12    7    6    1    0    2    0    0    1    0    0    0    0    0    0
    74    93   55   27   17   10    6    5    2    0    1    0    0    1    0    0    0    0    0    0
