#frame size1  size2  size3  size4  size5  size6  size7  size8  size9  size10  size11  size12  size13  size14  size15  size16  size17  size18  size19  
     0     8   36    0   54    0    0    0   27    0    0    0    0    0    0    0    0    0    0    0
     1   475   14    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     2   512    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     3   504    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     4   472   20    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     5   465   22    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     6   446   30    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     7   434   36    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     8   424   41    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
     9   445   29    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    10   443   30    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    11   408   44    4    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    12   414   38    6    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    13   407   48    3    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    14   434   34    2    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    15   421   39    3    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    16   415   42    3    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    17   427   39    1    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    18   431   39    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    19   424   39    2    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    20   407   46    3    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    21   389   47    7    2    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    22   400   45    6    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    23   388   56    4    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    24   397   45    7    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    25   410   42    6    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    26   420   34    8    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    27   422   37    4    1    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
